Referência:;2021;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.003.0005 - Gerência de RH;003.0002 - Plano de Saúde;487,18;697,68;682,2;691,15;666,54;753,45;607,47;699,63;500,9;524,93;617,67;492,54;509,78;514,46;725,13;671,24;735,84;714,71;581,89;578,06;695,34;509,81;807,36;898,49
001.004.0001 - Contabilidade Geral;003.0002 - Plano de Saúde;1722,75;1822,11;1315,65;1392;1287,03;1918,16;1312,97;1392,24;1910,94;1950,2;1736,9;1437,69;1407,55;1437,36;1609,22;1944,65;2002,46;1478,65;1721,41;1318,94;1546,71;1775,25;1596,5;1824,38
001.004.0002 - Planejamento Financeiro;003.0002 - Plano de Saúde;1064,26;854,36;939,36;1142,09;1135,9;1057,64;1058,49;900,46;867,68;1261,62;1177,66;1174,17;841,71;796,21;1246,22;932,07;1067,82;1019,53;1224,31;1072,15;1233,43;828,9;1012,61;1080,79
001.004.0003 - Tesouraria;003.0002 - Plano de Saúde;744,16;960,46;665,54;948,15;786,35;698,73;925,14;977,58;871,7;825,14;779,73;920,54;868,31;748,3;1005,6;994,32;710,23;682,25;746,66;753,13;1045,77;664,27;1078,58;818,13
001.004.0004 - Controladoria;003.0002 - Plano de Saúde;509,97;733,73;605,87;611,61;487,23;692,64;657,05;632,09;634,46;657,81;571,74;591,06;536,98;481,26;595,28;693,87;674,78;610,62;610,86;453,7;805,7;497,62;578,73;625,76
001.005.0001 - Pesquisa e Desenvolvimento;003.0002 - Plano de Saúde;1881,09;2257,29;1749,89;2355,39;2215,26;2521,62;1800,85;2429,93;2003,16;2276,02;2451,96;2010,66;2026,5;2084,06;2171,74;2233,01;2245,75;1978,19;1826,47;1664,12;1842,91;1585,58;2398,81;2861,82
001.006.0001 - Testes de Qualidade;003.0002 - Plano de Saúde;4635,46;5220,61;3520,11;5006,55;3840,62;5202,37;3606,11;5042,48;4774,35;3707,13;4630,03;4028,89;4608,02;3576,55;5052,29;4588,42;4828,16;3617,47;4591,55;4242,28;4384,11;3419,27;4351,25;5871,03
001.006.0002 - Inspeção de Produtos;003.0002 - Plano de Saúde;1129,5;1154,66;1241,49;1081,82;1078,48;1193,59;1251,14;1202,57;1108,29;1173,55;1284,06;1404,36;1094,93;1287,02;1434,28;1354,51;1393,6;1080,11;1256,33;1050,06;1271,41;948,76;1562,78;1732,41
001.006.0003 - Documentação Legal;003.0002 - Plano de Saúde;578,13;743,47;599,83;574,24;581,25;641,64;509,59;719,36;573,27;673,62;548,01;641,98;679,9;616,6;640,01;559,21;693,01;668,59;530,22;595,39;614,39;547,24;603,63;736,85
001.007.0001 - Gerenciamento de Estoques;003.0002 - Plano de Saúde;1563,5;1714,82;1344,22;1659,12;1611,24;1362,9;1755,46;1775,06;1895,84;2012,01;1502,22;1364,81;1349,81;1878;1946,97;1869,58;1788,72;1687,51;1673,93;1438,75;1440,69;1729,29;1736,86;2311,1
001.007.0002 - Transporte e Distribuição;003.0002 - Plano de Saúde;1535,47;1449,6;1401,17;1461,07;1370,25;1267,7;1112,28;1374,29;1472,75;1323,98;1582,41;1141,31;1282,7;1386,41;1725,01;1728,3;1203,32;1152,16;1692,86;1313,4;1770,63;1473,83;1619,46;1497,81
001.007.0003 - Aquisição e Compras;003.0002 - Plano de Saúde;652,54;859,23;924,56;975,83;646,77;973,58;682,44;1006,57;671,59;914,13;702,97;715,67;995,74;706,29;691,03;845,13;900,56;861,06;953,32;661,34;727,83;885,88;871,54;1100,52
001.007.0004 - Planejamento de Suprimentos;003.0002 - Plano de Saúde;201,24;241,15;229,34;226,97;227,75;233,23;192,51;214,7;213,22;231,82;213,93;231,85;225,66;159,37;192,04;195,34;182,63;188,06;221,9;186,31;212,92;201,4;204,72;206,9
001.008.0001 - Suporte Técnico;003.0002 - Plano de Saúde;2010,33;2248,01;2050,55;2171,25;2737,79;2543,81;2819,24;2834,04;2747,6;2474,69;2733,89;1995,61;2809,65;2300,18;2526,45;2316,44;3010,3;2261,98;2415,61;2378,98;3229,38;2240,54;3291,66;3340,34
001.008.0002 - Desenvolvimento de Software;003.0002 - Plano de Saúde;1994,66;1984,23;1538,7;1609,82;1480,96;1575,16;1965,16;1667,39;2073,95;1760,27;2118,7;1605,99;1738,72;1913,42;1998,36;1532,1;2211,17;1653,22;1622,35;1540,97;2022,38;1791,93;2392,59;1857,69
001.008.0003 - Gerenciamento de Redes;003.0002 - Plano de Saúde;1191,65;1529,66;1129,17;1481,33;1300,18;1167,3;1219,66;1082,04;1304,56;1462,94;1111,4;1236,44;1049,21;1392,81;1041,2;1085,04;1442,3;1106,33;1085,64;1263,09;1465,94;1082,57;1339,79;1323,01
001.008.0004 - Segurança da Informação;003.0002 - Plano de Saúde;616,27;705,72;482,17;703,56;670,17;728,1;628,24;527,24;530,99;520,46;530,01;597,82;617,97;708,01;715,5;700,35;517,54;488,68;582,93;655,19;571,63;555,86;657,02;650,72
001.009.0001 - Novos Projetos;003.0002 - Plano de Saúde;1245,69;1571,42;1807,92;1657,59;1252,91;1369,72;1300,61;2019,15;1654,45;1505,39;1498,4;1876,66;1365,24;1333,82;1426,62;1843,63;1462,55;1681,84;1565,44;1488,5;1578,94;1755,24;1791,67;2278,77
001.009.0002 - Gestão de Projetos;003.0002 - Plano de Saúde;1056,32;1161,78;987,58;1366,65;1337,92;1093,76;1069,69;1271,05;1132,93;1201,17;1198,29;954,27;1136,96;1419,33;1145,3;1116,56;1370,22;1034,7;1309,32;1201,75;1107,52;953,91;1135,92;1602,73
001.009.0003 - Desenho Tecnico;003.0002 - Plano de Saúde;685,78;904,15;619,86;853,66;829,01;917,89;801,78;701,62;956,83;1038,08;709,16;701,86;716,94;943,93;900,33;906,2;716,65;879,3;773,01;783,5;863,67;758,78;1084,02;925,12
001.009.0004 - Gerencia da Engenharia;003.0002 - Plano de Saúde;348,64;468,88;452,68;383,24;314,48;427,25;388,9;407,4;483,59;392,23;470,69;416,12;432,68;318,11;341,87;494,4;420,86;356,5;473,08;387,86;443,01;436,23;440,64;437,49
001.010.0001 - Equipamentos;003.0002 - Plano de Saúde;5167,93;6091,46;4039,15;6165,92;4505,47;4301,39;4215,15;4744,8;5436,48;5604,76;5049,79;5421,77;5612,1;5107,26;5007,95;5428,87;4826,96;4421,92;5884,66;3837,32;5302,96;4825,91;6171,69;5583,48
001.010.0002 - Utilidades;003.0002 - Plano de Saúde;2671,83;2109,48;2302,23;2749,25;2326,42;2438,83;2146,27;2094,47;2771,88;2451,83;2105,23;2343,74;2040,39;2288,42;2925,77;2937,43;2099,67;2471,57;2365,86;2125,7;2811,71;2292,12;2943,65;2727,78
001.010.0003 - Predial;003.0002 - Plano de Saúde;701,72;904,69;909,48;832,13;716,06;926,67;900,24;881,79;949,86;873,66;679,55;667,17;738,4;751,81;954,22;929,89;988,9;762,38;658,71;838,57;838,42;789,94;927,89;1112,75
001.001.0001 - Linha de Produção;003.0003 - Alimentação;210962,38;308803,89;272438,86;202096,27;242248,79;288703,04;248164,22;302351,11;288516,45;282436,49;275738,82;323999,88;272657,71;269307,65;260929,08;307054,79;240735,16;252001,71;208610,42;283420,15;273897,13;313086,2;278708,56;320113,21
001.001.0002 - Gerência de Produção;003.0003 - Alimentação;41212,52;58251,29;48319,53;38390,53;52974,22;48989,4;44997,73;50378,31;55030,75;43605,69;40281,59;49226,72;39953,16;41435,81;48150,13;44544,75;39048,97;50130,46;43381,65;56399,66;39339,54;57090,4;35802,3;45744,71
001.002.0001 - Equipe de Vendas;003.0003 - Alimentação;23874,54;25900,62;23441,4;28310,99;27107,59;24712,51;22550,33;23289,36;29331,24;30585,55;23471,51;34835,09;21143,33;30835,69;28457,74;26163,57;26677,66;25276,72;29110,44;35185,5;25333,88;27543,04;20509,82;24792,49
001.002.0002 - Marketing Digital;003.0003 - Alimentação;11380,55;10270,86;8141,54;8797,58;9863,8;12706,5;8814,6;13386,54;10538,91;13641,96;11399,4;11251,73;8849,68;14641,83;8950,79;10400,75;10270,56;11560,41;10989,8;13646,99;11566,24;15034,3;10551,98;12074,3
001.002.0003 - Pesquisa de Mercado;003.0003 - Alimentação;3768,04;5047,08;3790,13;4559,66;3712,92;4445,36;3169,76;4057,2;3771,52;4204,69;3623,05;5477,05;3570,23;5607,04;3747,38;5183,31;4272,52;4065,93;3714,56;5013,77;4873,65;6353,24;4196,35;5863,94
001.002.0004 - Gerência de Vendas;003.0003 - Alimentação;2236,32;2040,05;1667,49;1870,32;2283,53;2560,97;2057,21;1963,35;2583,33;2421,13;2093,52;2523,28;2155,65;2492,02;2358,55;2783,69;1781,67;2372,43;1986,28;2785,4;1783,35;2386,44;2048,27;2477,26
001.003.0001 - Recrutamento e Seleção;003.0003 - Alimentação;3133,18;3446,81;4141,13;4011,8;4350,31;5428,94;3094,53;5039,07;3437,68;4655,26;4323;4640,86;3505,25;4616,37;3083,94;3650,74;4035,66;4659,03;4448,59;5315,95;4382,42;4012;3953,33;3764,59
001.003.0002 - Treinamento e Desenvolvimento;003.0003 - Alimentação;2593,71;4113,88;3105,06;2445,22;2776,19;4536,28;2466,48;3990,53;3559,26;3304,88;2985,08;4111,7;3454,42;4381,65;3213,61;3044,02;2740,36;3912,3;3580,96;3508,71;3245,6;4470,76;3388,02;4466,97
001.003.0003 - Remuneração e Benefícios;003.0003 - Alimentação;2140,18;2851,3;2083,2;2650,07;2293,79;2978,91;2180,99;3012,91;2747,19;3209,56;2783,82;2892,25;2470,14;3149,14;2564,99;3062,52;2080,77;3429,54;2472,88;3347,61;2774,56;3150,06;2005,5;2923,75
001.003.0004 - Relações Trabalhistas;003.0003 - Alimentação;1944,14;2241,56;2066,65;1819,87;1848,75;2305,87;2096,65;2368,06;1979,14;2556,3;2062,25;2040,82;1621;1846,45;1808,76;2011,63;2086,31;1915,86;1867,74;2166,7;1965,57;2870,52;1483,84;2627,8
001.003.0005 - Gerência de RH;003.0003 - Alimentação;1131,19;1402,16;1175,67;1419,67;1134,2;1518,74;996,64;1510,23;1140,46;1790,24;1262,68;1548,33;1300,27;1210,4;1198,07;1298,8;1061,42;1503,64;1234,56;1472,03;1226,15;1803,56;1417,81;1699,12
001.004.0001 - Contabilidade Geral;003.0003 - Alimentação;3143,52;4289,91;2718,58;3815,47;3378,56;4089,14;2747,73;4016,68;3626,5;4680,9;3837,45;3288,58;3523,41;4396,07;3003;3479,49;2613,58;3520,52;3942,66;4184,25;3216,42;4487,61;3524,73;3326,01
001.004.0002 - Planejamento Financeiro;003.0003 - Alimentação;2069,28;2074,7;2002,79;1699,48;2390,95;2729,41;1795,89;2761,79;2241,21;2423,67;1807,36;2383,57;2317,18;2362,84;2334,09;2308,03;1971,42;2726,23;2278,69;2599,7;2115,72;3153,94;2198,33;2750,97
001.004.0003 - Tesouraria;003.0003 - Alimentação;1674,25;1819,36;1727,27;1343,17;1428,86;1865,3;1859,82;1892,22;1433,67;2198,15;1466,56;2050,59;1525,18;2321,25;1645,62;2093,51;1539,56;2183,12;1831,26;2109,86;1900,67;2167,04;1422,1;2048,4
001.004.0004 - Controladoria;003.0003 - Alimentação;1198,75;1174,56;1290,4;1402,46;1279,74;1580,19;1026,66;1544,95;1240,14;1605,07;1123;1661,14;1417,4;1720,83;973,53;1586,04;1298,86;1308,03;1179,17;1263,47;1403,84;1368,94;1021,67;1819,33
001.005.0001 - Pesquisa e Desenvolvimento;003.0003 - Alimentação;4010,97;5146,81;4551,34;3345,99;4698,19;5087,05;3456,16;5602,13;3919,15;5002,65;4357,94;4082,14;3367,3;5907,14;4428,85;4582,74;3751,1;4542,49;3744,97;5630,07;4743,23;4539,6;4564,96;4910,03
001.006.0001 - Testes de Qualidade;003.0003 - Alimentação;9962,28;9262,48;9590,62;7061,82;8323,64;9167,3;8042,66;8195,88;10238,12;12072,83;7377,47;10801;6929,38;11622,25;8018,68;8866,3;8109,39;11652,87;7552,83;8972,17;9128,69;12026,26;8264,23;9825,34
001.006.0002 - Inspeção de Produtos;003.0003 - Alimentação;2791,31;2490,69;2393,85;2030,26;2215,49;2469,31;2087,44;2375,99;2603,08;2697,23;2428,86;2802,95;2876,24;2605,92;2386,71;3501,87;2406,19;3440,8;2187,08;2967,36;2104,57;3310,12;2106,73;3161,32
001.006.0003 - Documentação Legal;003.0003 - Alimentação;1156,48;1611,16;954,78;1213,71;1412,53;1449,72;1075,28;1244,82;1081,96;1694,54;1276,52;1731,39;1157,49;1669,12;1169,91;1183,77;1001,82;1700,47;1091,29;1467,54;1208,03;1825,77;1037,21;1414,83
001.007.0001 - Gerenciamento de Estoques;003.0003 - Alimentação;2606,54;3574,4;2873,23;3339,99;3019,82;3981,15;3270,75;3716,87;2881,74;4778,4;3007,24;3790,55;3437,58;3549,92;3058,21;3977,38;2875,98;4273,4;3314,99;3557,24;3932,16;4788,21;2738,49;4865,2
001.007.0002 - Transporte e Distribuição;003.0003 - Alimentação;2403,46;3516,86;2431,9;3321,94;2447,52;3239,06;2402,06;3481,26;3162,91;3623,34;2932,38;3935,53;3087,53;3794,21;2462,41;3451,15;2452,26;3799,57;3292,44;3991,81;2537,89;4205,83;2327,32;3200,29
001.007.0003 - Aquisição e Compras;003.0003 - Alimentação;1574,66;2181,47;1426,56;1762,38;1851,94;1795,71;1516,31;2217,75;1441,84;2357,04;1833,51;2324,06;1494,19;2303,04;1836,87;2206,98;1564,55;1746,66;1748,93;1907,23;2011,82;1785,83;1342,17;1743,1
001.007.0004 - Planejamento de Suprimentos;003.0003 - Alimentação;381,42;401,4;363,78;321,44;361,82;500,56;444,12;462,51;371,51;480,23;421,04;539,58;377,02;485,05;466,66;530,46;341,32;439,65;387,66;534,93;417,1;447,3;340,92;461,69
001.008.0001 - Suporte Técnico;003.0003 - Alimentação;5275,87;5685,31;4670,64;5519,59;5663,81;6021,77;4618,36;5355,48;5531,61;6118,4;5284,64;6753,27;5697,52;6481,62;4960,48;6696,02;4337,32;4774,26;5260,91;7174,31;5249,99;6985,54;4483,27;6679,28
001.008.0002 - Desenvolvimento de Software;003.0003 - Alimentação;3797,46;4133,13;3702,38;3822,92;4361;5400,17;2854,68;4867,46;3729,06;3661,21;3780,35;3758,4;4190,41;4757,37;4219,57;4942,91;2816,73;3491,98;4058,13;3960,6;4351,72;3873,22;3949,88;5379,87
001.008.0003 - Gerenciamento de Redes;003.0003 - Alimentação;2858,45;2302,61;2750,42;2009,58;2745,12;3590,69;2045,95;2977,29;3033,86;2979,28;2315,29;2661,18;1996,05;3364,7;2534,61;3408,93;1970,72;2810,89;2643,19;3565,23;2033,54;3557,99;2789,73;3255,61
001.008.0004 - Segurança da Informação;003.0003 - Alimentação;1037,89;1306,71;1260,01;1216,86;1041,14;1348,15;1081,3;1165,73;1319,17;1538,18;1321,88;1448,96;1100,64;1337,84;1414,18;1651,84;1345,1;1619,5;1012,43;1715,07;1113,88;1626,6;1205,55;1688,78
001.009.0001 - Novos Projetos;003.0003 - Alimentação;3121,61;3149,27;3551,28;3245,37;2852,91;3579,5;3597,41;3310,51;2987,08;3941,5;3801,03;4214,85;3006,78;3266,92;3572,55;3300,22;2712,33;4134,12;2749,36;4561,88;3004,95;5100,71;3174,11;4096,63
001.009.0002 - Gestão de Projetos;003.0003 - Alimentação;2723,11;3034,92;2364,23;2479,3;2267,49;3342,88;2701,4;3441,37;2920,26;2612;2797,25;2766,34;2359,24;3242,6;2360,39;3011,33;1893,78;2627,09;2527,95;2909,55;2459,43;3433,27;2739,57;3085,29
001.009.0003 - Desenho Tecnico;003.0003 - Alimentação;1721,76;1637,03;1629,94;1673,85;1955,24;2234,09;1300,39;2162,07;1975,16;1983,9;1454,1;1789,62;1809,65;1991,94;1889,58;1983,49;1312,93;1554,95;1835,15;2262,07;1851,18;2286,92;1304,03;1929,36
001.009.0004 - Gerencia da Engenharia;003.0003 - Alimentação;921,35;1031,08;807,36;840,74;693,82;1226,48;863,35;906,36;947,37;1187,56;927,31;812,89;733;1023,76;882,89;904,07;686,44;1119,34;965,07;1169,56;831,31;1003,07;765,81;830,37
001.010.0001 - Equipamentos;003.0003 - Alimentação;8935,61;11409,5;8499,5;10251,42;8809,23;12687,26;9972,93;13873,24;10640,64;14199,79;9322,48;13377,95;10671,76;12245,51;8675,74;13381,57;8263,73;9870,75;11615,94;11455,4;10952,52;10533,36;8883,01;13837,92
001.010.0002 - Utilidades;003.0003 - Alimentação;4273,59;4739,58;4669,62;4575,44;5154,58;6806,16;4490,92;4772,04;5523,61;6257,02;4551,99;6852,11;5423,7;5738,95;5276,15;6451,67;5081,2;6104,32;4564,55;6669,21;4382,6;6164,3;4530,36;4907,37
001.010.0003 - Predial;003.0003 - Alimentação;1402,48;1834,46;1247,25;1759,12;1853,9;2175,27;1641,32;1927,03;1436,32;2077,61;1346,35;1923,92;1626,96;1803,08;1684,62;1670,63;1533,7;1889,61;1817,25;2200,31;1765,18;1874,34;1636,02;1819,95
001.001.0001 - Linha de Produção;003.0004 - Cesta Básica;83805,99;96576,76;93164,81;92774,76;95948,08;112590,65;85201,04;112895,95;80362,57;102892,62;83786,22;115723,89;68928,8;117227,98;107614,35;111441,64;123491,82;120431,07;103890,59;91781,02;112158,05;110920,27;202413,62;208360,16
001.001.0002 - Gerência de Produção;003.0004 - Cesta Básica;15225,25;20383,18;13208,57;18748,68;14776,99;17571,26;15461,42;18032,35;13337,38;20553,2;16585,32;19460,55;13074,44;17394,28;15933,14;19845,86;17508,6;15564,7;18332,38;18471,2;23385,51;16158,44;27525,85;41765,45
001.002.0001 - Equipe de Vendas;003.0004 - Cesta Básica;9745,42;10546,63;9071,08;10209,17;10049,59;10547,1;8498,94;11844,63;9372;12669,49;7812,53;10565,64;9849,13;9001,82;12854,05;9699,2;10733,19;9637,93;11479,54;10967,11;13303,02;12651,82;15347,54;22019,39
001.002.0002 - Marketing Digital;003.0004 - Cesta Básica;3931,04;4782,98;4157,06;4241,11;4136,43;4323,91;3413,35;4063,84;3603;3909,39;3231,12;4680,95;3861,34;4548,85;4419,17;3724,82;3885,81;5026,6;4709,78;5344,99;5140,59;4751,48;7805,36;7416,83
001.002.0003 - Pesquisa de Mercado;003.0004 - Cesta Básica;1491,78;1678,37;1763,39;1447,09;1672,72;1519,96;1432,49;2030,05;1267,86;2006,11;1728,21;1896,42;1505,53;1848,73;2055,33;1491,51;2191,77;1471,94;1655,41;1540,41;1645,4;1722,47;2880,37;2989,63
001.002.0004 - Gerência de Vendas;003.0004 - Cesta Básica;742,05;706,69;871,09;964,97;661,09;898,55;703,94;930,4;817,58;1009,19;776,18;1012,25;780,1;913,06;1102,19;945,99;965,87;832,45;1028,12;1069,3;1074,07;897,03;1863,1;1530,01
001.003.0001 - Recrutamento e Seleção;003.0004 - Cesta Básica;1460,33;1709,8;1380,92;1220,66;1437,83;1465,85;1073,3;1455,96;1385,47;2010,59;1130,74;1869,24;1139,03;1826,42;1956,68;1925,32;1602,63;1932,74;1936,35;1842,52;1572,42;1595,54;2705,72;3640,99
001.003.0002 - Treinamento e Desenvolvimento;003.0004 - Cesta Básica;1208,43;1227,21;973,2;1292,85;1273,54;1260,59;1091,55;1473,41;1207,66;1507,73;997,32;1378,69;1088,2;1309,28;1148,37;1615,86;1240,93;1364,29;1155,77;1621,82;1374,57;1405,29;2078,48;2418,65
001.003.0003 - Remuneração e Benefícios;003.0004 - Cesta Básica;873,86;1217,02;1057,93;1058,62;730,8;1104,27;924,24;1199,83;928,86;994,76;804,78;1144,47;825,78;1122,1;1193,59;972,42;1271,09;869,86;1199,67;990,09;1224,5;1248,52;2166,21;1693,4
001.003.0004 - Relações Trabalhistas;003.0004 - Cesta Básica;647,72;762,39;843,23;798,35;757,88;692,44;643,95;735,15;763,14;856,37;767,36;699,36;700,34;910,03;802,18;787,25;770,74;828,51;807,86;915,8;847,4;825,1;1690,48;1816,15
001.003.0005 - Gerência de RH;003.0004 - Cesta Básica;371,71;618,98;506,52;431,2;512,91;418,51;453,02;562,23;509,08;607,82;454,9;624,67;506,66;435,93;529,34;616,97;514,25;606,56;555,32;553,83;615,84;647,87;1105,91;1126,1
001.004.0001 - Contabilidade Geral;003.0004 - Cesta Básica;1352,59;1590,47;1384,42;1221,48;1127,25;1400,23;974,26;1320,78;1313,68;1417,03;1023,48;1202,69;1163,49;1272;1589,11;1628,7;1568,25;1425,56;1179,65;1176,37;1626,27;1330,5;2626,22;3217,32
001.004.0002 - Planejamento Financeiro;003.0004 - Cesta Básica;633,08;867,59;792,29;764,82;822,15;885,93;630,83;927,78;849,89;950,62;735,73;777,73;598,25;1057,12;887,41;1075,34;817,1;992,25;879,67;1080,73;760,4;948,32;1411,73;1945,63
001.004.0003 - Tesouraria;003.0004 - Cesta Básica;583,88;579,76;669,33;741,3;621,41;686,36;634,26;701,49;598,76;854,65;524,72;621,78;499,49;707,48;828,76;619,34;832,06;741,06;806,96;616,5;905,45;874,21;1475,85;1563,82
001.004.0004 - Controladoria;003.0004 - Cesta Básica;373,86;450,15;412,88;465,02;415,8;576,39;513,38;511,2;466,65;626,39;495,89;501,21;479,13;506,8;561,78;483,36;549,22;542,13;512,09;587,99;462,6;449,03;1001,49;1116,57
001.005.0001 - Pesquisa e Desenvolvimento;003.0004 - Cesta Básica;1320,73;1853,17;1512,53;1675,84;1537,42;1500,53;1254,89;2077,81;1685,65;2164,46;1518,69;1875,87;1506,71;1895,8;1576,2;2066,78;1843,84;1611,45;1496,99;1725,54;2200,64;1865,57;3308,24;2822,23
001.006.0001 - Testes de Qualidade;003.0004 - Cesta Básica;3609,83;3703,97;2734,38;4199,62;3765,28;3008,49;2823,1;3941,74;3075,59;3769,55;3557,89;4326,83;3474,53;3979,48;3445,13;3093,97;3866,03;4398,43;3825,09;4086,53;3327,27;4404,78;6208,12;6680,36
001.006.0002 - Inspeção de Produtos;003.0004 - Cesta Básica;1010,24;833,56;1042,6;905,15;828,19;1170,3;830,64;1197,57;779,83;1211,64;826,47;922,6;819,86;1105,96;1224,27;1266,74;1117,03;1113,61;894,46;1202,11;1105,41;1123,9;2134;1908,1
001.006.0003 - Documentação Legal;003.0004 - Cesta Básica;385,13;508,36;469,43;426,58;505,98;461,73;432,36;470,89;425,81;605,81;432,85;563,22;478,17;521,76;653,79;452,55;669,84;579,85;435,04;457;557,56;645,18;850,84;959,6
001.007.0001 - Gerenciamento de Estoques;003.0004 - Cesta Básica;1041,11;1399,51;1006,27;1557,31;1414,85;1160,74;1370,36;1696,27;1377,26;1302,88;1359,51;1343,26;1214,68;1563,04;1569,05;1543,48;1399,18;1204,35;1658,01;1547,07;1405,68;1265,86;2465,06;2580,14
001.007.0002 - Transporte e Distribuição;003.0004 - Cesta Básica;1091,56;1078,06;1264,79;1233,07;1251,44;1026,74;845,57;1177,49;1126,74;1272,96;823,04;1279,13;900,45;1042,8;1175,43;1350,28;1417,74;1166,18;1231,74;1270,85;1330,14;1443,62;1809,47;1984,93
001.007.0003 - Aquisição e Compras;003.0004 - Cesta Básica;602,76;629,5;529,48;757,33;572,21;735;576,75;711,42;496,56;721,96;533,84;752,05;611,23;829,35;625;784,96;860,13;767,34;649,43;732,23;669,14;881,49;1316,63;1402,08
001.007.0004 - Planejamento de Suprimentos;003.0004 - Cesta Básica;177,76;150,76;153,91;173,61;170,48;206,77;172,95;174,88;120,96;174,57;132,49;160,71;117,16;154,61;179,22;170,88;158,68;174,52;184,71;199,32;199,05;158,63;329,24;308,18
001.008.0001 - Suporte Técnico;003.0004 - Cesta Básica;2116,32;2044,86;1739,06;2154,5;1561,8;2442,83;1598,09;2262,98;1970,87;2330,95;1416,6;2149,69;1961,73;1920,81;2248,92;2484,88;2690,49;2529,91;1925,34;2152,6;2465,95;2447,22;3296,26;4062,69
001.008.0002 - Desenvolvimento de Software;003.0004 - Cesta Básica;1508,89;1291,62;1317,56;1532,37;1220,07;1459,72;1540,91;1381,17;1316,39;1786,63;1460,98;1847,76;1538,13;1719,11;1827,04;1366,57;1727,71;1515,16;1509,71;1806,94;1579,92;1420,82;3363,67;2565,15
001.008.0003 - Gerenciamento de Redes;003.0004 - Cesta Básica;734,55;1053,08;1023,81;923,93;880,87;1119,13;723,76;873,75;883,32;1336,26;1004,64;1188,34;711,19;1253,82;1327,06;1110,49;1300,27;1061;1188,46;956,03;1130,64;1316,75;1959,88;1799,86
001.008.0004 - Segurança da Informação;003.0004 - Cesta Básica;503,9;553,92;405,04;548,06;423,62;506,9;446,48;578,3;436,97;582,05;478,13;482,71;499,36;652,29;537,75;519,16;635,23;571,4;461,28;518,93;626,6;484,96;834,09;1064,57
001.009.0001 - Novos Projetos;003.0004 - Cesta Básica;1070,05;1524,61;1458,24;1204,52;1315,01;1185,11;1142,54;1436,06;1225,05;1577,43;1385,75;1194,36;1236,68;1267,74;1341,48;1481,35;1648,76;1175,53;1636,71;1597,59;1520,04;1197,89;2738,85;2718,16
001.009.0002 - Gestão de Projetos;003.0004 - Cesta Básica;1002,13;1231,78;1008,82;808,49;743,49;1199,24;985,98;866,23;1010,53;926,93;970,58;1101,34;974;1030,79;1249,75;1287,77;919,18;1156,1;1031,53;875,49;1190,47;1124,16;1681,37;2001,95
001.009.0003 - Desenho Tecnico;003.0004 - Cesta Básica;588,09;799,35;549,14;763,07;712,82;775,52;550,88;800,78;598,29;834,2;599,94;669,4;585,66;732,18;646,28;810,94;878,39;718,4;718,21;732,4;637,87;716,88;1029,15;1139,63
001.009.0004 - Gerencia da Engenharia;003.0004 - Cesta Básica;348,46;337,98;333,37;353,03;347,54;315,63;305,98;397,07;247,53;313,97;331,5;388,1;269,32;406,96;435,31;354,1;354,48;305,19;369,9;393,28;443,95;405,73;641,98;814,91
001.010.0001 - Equipamentos;003.0004 - Cesta Básica;4225,27;3821,5;3167,57;3714,84;3950,54;4736,12;2850,06;3451,11;3600,61;5192,67;3335,69;3849,08;3988,4;3845,53;3900,67;4673,21;3973,14;4180,45;3727,77;3979,32;5434,53;4247,25;6364,44;9457,7
001.010.0002 - Utilidades;003.0004 - Cesta Básica;1839,6;2016,94;2232,71;2046,74;1884,71;2216,3;1900,72;2284,6;1767,38;2044,76;1473,47;1768,5;1736,8;1935,91;2493,8;1988,86;2241,81;2445,45;2318,48;2569,76;2279,98;2338,26;3482,27;3689,13
001.010.0003 - Predial;003.0004 - Cesta Básica;640,72;653,22;523,25;720,4;585,29;565,33;477,78;784,03;470,16;649,88;559,48;706,49;578,11;648,87;713,17;614,73;793,87;645,95;711,69;655,51;801,58;858,41;1328,03;1374,84
001.010.0003 - Predial;006.0001 - Taxas e Impostos;35992,42;11491,82;51971,75;5864,91;34137,37;29560,62;38894,9;1256,12;2610,95;2193,49;25339,92;45836,39;5063,26;5974,6;12236,23;1334,31;2586,58;3864,45;7564,28;4346,76;2793,11;695,26;37093,48;39662,13
001.001.0001 - Linha de Produção;006.0002 - Copa;1611,12;1829,94;1667,5;1525,82;1642,37;2248,74;1777,12;1469,75;1846,64;2450,2;1457,91;2151,77;1855,37;1830,9;1706,12;2238,96;1491,02;1971,81;1435,21;1670,33;1463,97;1958,39;1510,58;2229,07
001.010.0001 - Equipamentos;006.0002 - Copa;1412,79;1597,4;1795,99;1584,3;1492,58;2254,83;1355,27;1628,93;1345,22;1818,24;1581,98;1689,77;1487,79;2400,99;1465,07;1659,35;1265,47;1847,04;1700,93;2421,38;1505,51;1847,86;1726,21;2231,92
001.006.0001 - Testes de Qualidade;006.0002 - Copa;1889,63;2167,21;1485,14;1618,97;1738,49;2203,96;1321,91;1644,86;1401,99;2275,01;1744,41;2118,02;1663,85;2297,17;1537,26;2080,34;1670,3;1612,19;1493,83;1979,86;1346,78;2036,16;1477,9;2289,4
